zip,Cnsmr,APTC_Cnsmr,APTC_Cnsmr_Avg_APTC
61108,712,676,$716
61109,577,552,$731
61111,707,660,$709
61114,455,415,$676
61115,616,588,$689
61125,*,*,*
61132,*,*,*
61201,764,714,$655
61230,78,*,*
61231,158,*,*
61232,37,*,*
61233,18,*,*
61234,29,*,*
61235,49,*,*
61236,*,*,*
61238,78,*,*
61239,16,*,*
61240,146,133,$630
61241,186,171,$622
61242,31,*,*
61243,25,*,*
61244,422,399,$683
61250,99,*,*
61251,24,*,*
61252,209,*,*
61254,343,317,$605
61256,35,*,*
61257,34,*,*
61258,*,*,*
61259,38,*,*
61260,25,*,*
61261,60,*,*
61262,18,*,*
61263,*,*,*
61264,264,247,$609
61265,971,908,$678
61270,261,*,*
61272,53,*,*
61273,104,*,*
61274,21,*,*
61275,113,*,*
61276,*,*,*
61277,128,*,*
61278,*,*,*
61279,32,*,*
61281,64,*,*
61282,162,*,*
61283,58,*,*
61284,81,*,*
61285,68,*,*
61301,304,291,$886
61310,111,97,$993
61311,*,*,*
61312,21,*,*
61313,15,*,*
61314,18,*,*
61315,*,*,*
61316,*,*,*
61317,*,*,*
61318,26,*,*
61319,31,*,*
61320,18,*,*
61321,*,*,*
61322,17,*,*
61323,20,*,*
61324,*,*,*
61325,35,*,*
61326,73,*,*
61327,53,*,*
61328,*,*,*
61329,37,*,*
61330,52,*,*
61331,*,*,*
61332,*,*,*
61333,15,*,*
61334,22,*,*
61335,21,*,*
61336,29,*,*
61337,13,*,*
61338,13,*,*
61340,*,*,*
61341,208,195,$866
61342,209,196,$885
61344,29,*,*
61345,30,*,*
61346,*,*,*
61348,145,134,$918
61349,31,*,*
61350,554,514,$860
61353,35,*,*
61354,353,*,*
61356,381,362,$807
61358,20,*,*
61359,13,*,*
61360,74,*,*
61361,63,*,*
61362,217,*,*
61363,*,*,*
61364,370,*,*
61367,26,*,*
61368,48,*,*
61369,32,*,*
61370,53,*,*
61371,*,*,*
61372,*,*,*
61373,71,*,*
61374,*,*,*
61375,31,*,*
61376,83,*,*
61377,45,*,*
61378,26,*,*
61379,54,*,*
61401,646,613,$871
61402,*,*,*
61410,92,*,*
61411,21,*,*
61412,43,*,*
61413,26,*,*
61414,39,*,*
61415,64,*,*
61416,*,*,*
61417,16,*,*
61418,17,*,*
61419,*,*,*
61420,38,*,*
61421,36,*,*
61422,68,*,*
61423,16,*,*
61424,*,*,*
61425,24,*,*
61426,*,*,*
61427,47,*,*
61428,30,*,*
61430,21,*,*
61431,*,*,*
61432,*,*,*
61434,92,*,*
61435,*,*,*
61436,23,*,*
61437,25,*,*
61438,38,*,*
61439,*,*,*
61440,26,*,*
61441,30,*,*
61442,23,*,*
61443,317,302,$644
61447,49,*,*
61448,90,*,*
61449,16,*,*
61450,51,*,*
61451,*,*,*
61452,15,*,*
61453,15,*,*
61454,23,*,*
61455,651,622,$699
61458,31,*,*
61459,13,*,*
61460,41,*,*
61462,244,230,$834
61465,39,*,*
61466,18,*,*
61467,56,*,*
61468,*,*,*
61469,77,*,*
61470,13,*,*
61471,*,*,*
61472,27,*,*
61473,63,*,*
61474,*,*,*
61475,14,*,*
61476,19,*,*
61477,16,*,*
61478,*,*,*
61479,*,*,*
61480,48,*,*
61482,23,*,*
61483,58,*,*
61484,19,*,*
61485,23,*,*
61486,29,*,*
61488,20,*,*
61489,38,*,*
61490,24,*,*
61491,93,*,*
61501,61,*,*
61516,31,*,*
61517,59,*,*
61519,*,*,*
61520,323,308,$929
61523,275,249,$774
61524,*,*,*
61525,260,245,$649
61526,22,*,*
61528,62,*,*
61529,66,*,*
61530,124,112,$760
61531,71,*,*
61532,24,*,*
61533,30,*,*
61534,54,*,*
61535,52,*,*
61536,67,*,*
61537,95,*,*
61539,*,*,*
61540,87,*,*
61541,*,*,*
61542,64,*,*
61543,*,*,*
61544,19,*,*
61545,20,*,*
61546,92,*,*
61547,101,*,*
61548,317,292,$709
61550,427,397,$687
61552,*,*,*
61553,*,*,*
61554,872,832,$779
61555,*,*,*
61559,76,*,*
61560,46,*,*
61561,61,*,*
61562,*,*,*
61563,*,*,*
61564,16,*,*
61565,59,*,*
61567,24,*,*
61568,143,130,$725
61569,25,*,*
61570,67,*,*
61571,569,522,$732
61572,20,*,*
61602,27,*,*
61603,314,299,$787
61604,587,572,$761
61605,196,*,*
61606,149,138,$654
61607,219,*,*
61610,87,*,*
61611,664,620,$743
61613,*,*,*
61614,742,680,$713
61615,615,539,$721
61616,176,*,*
61634,*,*,*
61637,*,*,*
61701,903,863,$782
61704,824,768,$780
61705,356,330,$783
61720,*,*,*
61721,15,*,*
61722,27,*,*
61723,99,*,*
61724,12,*,*
61725,39,*,*
61726,99,*,*
61727,188,169,$801
61728,53,*,*
61729,21,*,*
61730,11,*,*
61731,11,*,*
61732,42,*,*
61733,25,*,*
61734,61,*,*
61735,17,*,*
61736,75,*,*
61737,18,*,*
61738,101,*,*
61739,175,*,*
61740,56,*,*
61741,46,*,*
61742,29,*,*
61743,*,*,*
61744,61,*,*
61745,121,107,$740
61747,36,*,*
61748,69,*,*
61749,11,*,*
61750,*,*,*
61751,*,*,*
61752,142,*,*
61753,104,*,*
61754,49,*,*
61755,137,119,$763
61756,69,*,*
61759,60,*,*
61760,79,*,*
61761,932,873,$739
61764,310,297,$853
61769,19,*,*
61770,45,*,*
61771,22,*,*
61772,*,*,*
61773,12,*,*
61774,38,*,*
61775,19,*,*
61776,27,*,*
61777,19,*,*
61778,17,*,*
61801,526,479,$759
61802,529,495,$862
61803,*,*,*
61810,13,*,*
61811,11,*,*
61812,*,*,*
61813,56,*,*
61814,35,*,*
61815,12,*,*
61816,18,*,*
61817,60,*,*
61818,44,*,*
61820,585,555,$751
61821,827,777,$749
61822,890,822,$791
61826,*,*,*
61830,26,*,*
61831,*,*,*
61832,655,625,$883
61833,49,*,*
61834,210,*,*
61839,17,*,*
61840,22,*,*
61841,39,*,*
61842,113,*,*
61843,72,*,*
61844,32,*,*
61845,23,*,*
61846,69,*,*
61847,55,*,*
61848,*,*,*
61849,39,*,*
61850,21,*,*
61851,16,*,*
61852,*,*,*
61853,491,466,$720
61854,49,*,*
61855,*,*,*
61856,239,*,*
61857,*,*,*
61858,84,*,*
61859,30,*,*
61862,27,*,*
61863,33,*,*
61864,44,*,*
61865,52,*,*
61866,284,*,*
61870,40,*,*
61871,13,*,*
61872,26,*,*
61873,203,*,*
61874,249,231,$803
61875,20,*,*
61876,35,*,*
61877,56,*,*
61878,42,*,*
61880,136,*,*
61882,14,*,*
61883,101,*,*
61884,55,*,*
61910,112,*,*
61911,100,*,*
61912,62,*,*
61913,57,*,*
61914,51,*,*
61917,17,*,*
61919,54,*,*
61920,596,548,$785
61924,90,*,*
61925,33,*,*
61928,36,*,*
61929,23,*,*
61930,22,*,*
61931,26,*,*
61932,*,*,*
61933,33,*,*
61936,*,*,*
61937,64,*,*
61938,716,683,$805
61940,*,*,*
61942,55,*,*
61943,53,*,*
61944,369,348,$836
61949,*,*,*
61951,296,282,$738
61953,251,239,$873
61955,*,*,*
61956,78,*,*
61957,85,*,*
62001,64,*,*
62002,731,680,$568
62006,25,*,*
62009,31,*,*
62010,208,189,$538
62011,*,*,*
62012,207,*,*
62013,21,*,*
62014,100,*,*
62015,15,*,*
62016,163,*,*
62017,27,*,*
62018,82,*,*
62019,14,*,*
62021,28,*,*
62022,59,*,*
62023,*,*,*
62024,219,206,$571
62025,966,823,$497
62027,23,*,*
62028,15,*,*
62030,*,*,*
62031,26,*,*
62032,21,*,*
62033,106,*,*
62034,385,325,$490
62035,450,418,$559
62036,41,*,*
62037,76,*,*
62040,897,852,$575
62044,58,*,*
62045,22,*,*
62046,19,*,*
62047,57,*,*
62048,11,*,*
62049,208,*,*
62050,11,*,*
62051,25,*,*
62052,427,396,$708
62053,25,*,*
62054,39,*,*
62056,293,260,$702
62058,16,*,*
62059,14,*,*
62060,95,*,*
62061,57,45,$618
62062,234,194,$532
62063,39,*,*
62065,*,*,*
62067,63,*,*
62069,72,*,*
62070,*,*,*
62074,21,*,*
62075,128,117,$696
62076,*,*,*
62077,12,*,*
62078,*,*,*
62079,*,*,*
62080,78,*,*
62081,*,*,*
62082,100,*,*
62083,11,*,*
62084,30,*,*
62085,*,*,*
62086,44,*,*
62087,29,*,*
62088,186,*,*
62089,18,*,*
62090,24,*,*
62091,*,*,*
62092,58,*,*
62093,18,*,*
62094,26,*,*
62095,207,*,*
62097,88,*,*
62098,*,*,*
62201,118,*,*
62202,*,*,*
62203,158,*,*
62204,117,*,*
62205,207,*,*
62206,364,*,*
62207,172,*,*
62208,452,407,$570
62214,52,*,*
62215,45,*,*
62216,79,*,*
62217,11,*,*
62218,59,48,$648
62219,29,*,*
62220,428,384,$546
62221,643,571,$517
62222,*,*,*
62223,432,389,$573
62225,*,*,*
62226,732,677,$567
62230,250,235,$629
62231,291,272,$660
62232,206,190,$561
62233,100,*,*
62234,882,791,$546
62236,363,294,$522
62237,71,*,*
62238,11,*,*
62239,99,*,*
62240,41,*,*
62241,27,*,*
62242,30,*,*
62243,155,128,$529
62244,31,*,*
62245,51,*,*
62246,387,363,$609
62248,*,*,*
62249,470,429,$515
62250,12,*,*
62252,*,*,*
62253,29,*,*
62254,164,132,$500
62255,25,*,*
62256,*,*,*
62257,70,*,*
62258,225,197,$449
62260,200,179,$549
62261,*,*,*
62262,74,*,*
62263,180,*,*
62264,78,*,*
62265,107,*,*
62266,17,*,*
62268,35,*,*
62269,746,622,$473
62271,66,*,*
62272,17,*,*
62273,11,*,*
62274,112,*,*
62275,173,*,*
62277,20,*,*
62278,192,179,$664
62279,*,*,*
62280,12,*,*
62281,61,*,*
62282,*,*,*
62284,19,*,*
62285,99,88,$507
62286,110,*,*
62288,59,*,*
62289,*,*,*
62292,15,*,*
62293,145,*,*
62294,329,294,$457
62295,29,*,*
62297,*,*,*
62298,483,436,$505
62301,752,708,$721
62305,665,627,$695
62311,38,*,*
62312,87,*,*
62313,30,*,*
62314,*,*,*
62316,24,*,*
62319,*,*,*
62320,101,*,*
62321,118,*,*
62323,*,*,*
62324,20,*,*
62325,22,*,*
62326,93,*,*
62330,47,*,*
62334,16,*,*
62336,*,*,*
62338,37,*,*
62339,36,*,*
62340,42,*,*
62341,75,*,*
62343,13,*,*
62344,*,*,*
62345,*,*,*
62346,19,*,*
62347,86,*,*
62349,27,*,*
62351,62,*,*
62352,*,*,*
62353,104,*,*
62354,76,*,*
62355,17,*,*
62356,18,*,*
62357,11,*,*
62358,32,*,*
62359,*,*,*
62360,55,*,*
62361,14,*,*
62362,*,*,*
62363,200,*,*
62365,17,*,*
62366,56,*,*
62367,39,*,*
62370,25,*,*
62373,13,*,*
62374,14,*,*
62375,*,*,*
62376,51,*,*
62378,22,*,*
62379,59,*,*
62380,15,*,*
62401,"1,215","1,177",$858
62410,18,*,*
62411,274,*,*
62413,12,*,*
62414,118,*,*
62417,62,*,*
62418,146,*,*
62419,22,*,*
62420,214,202,$835
62421,37,*,*
62422,40,*,*
62423,25,*,*
62424,265,*,*
62425,32,*,*
62426,56,*,*
62427,51,*,*
62428,107,*,*
62431,71,*,*
62432,34,*,*
62433,13,*,*
62434,22,*,*
62436,32,*,*
62438,18,*,*
62439,187,*,*
62440,60,*,*
62441,252,*,*
62442,93,*,*
62443,122,*,*
62444,19,*,*
62445,99,*,*
62446,16,*,*
62447,118,*,*
62448,317,300,$907
62449,94,*,*
62450,431,*,*
62451,35,*,*
62452,18,*,*
62454,211,200,"$1,072"
62458,101,*,*
62459,15,*,*
62460,32,*,*
62461,69,*,*
62462,125,*,*
62463,67,*,*
62464,*,*,*
62465,74,*,*
62466,111,*,*
62467,346,327,$751
62468,103,*,*
62469,*,*,*
62471,338,*,*
62473,111,*,*
62474,48,*,*
62475,29,*,*
62476,82,*,*
62477,25,*,*
62478,*,*,*
62479,73,*,*
62480,23,*,*
62481,14,*,*
62501,77,*,*
62510,60,*,*
62512,*,*,*
62513,55,*,*
62514,*,*,*
62515,23,*,*
62517,*,*,*
62518,*,*,*
62519,*,*,*
62520,57,*,*
62521,822,768,$742
62522,386,370,$722
62523,13,*,*
62525,*,*,*
62526,661,630,$742
62530,41,*,*
62531,57,*,*
62532,*,*,*
62533,51,*,*
62534,38,*,*
62535,148,131,$631
62536,34,*,*
62537,*,*,*
62538,16,*,*
62539,46,*,*
62540,29,*,*
62541,*,*,*
62543,*,*,*
62544,41,*,*
62545,30,*,*
62546,50,*,*
62547,12,*,*
62548,71,*,*
62549,144,132,$666
62550,73,*,*
62551,*,*,*
62553,15,*,*
62554,52,*,*
62555,*,*,*
62556,12,*,*
62557,216,204,$742
62558,100,*,*
62560,54,*,*
62561,100,*,*
62563,128,*,*
62565,243,222,$732
62567,36,*,*
62568,380,365,$732
62570,*,*,*
62571,42,*,*
62572,24,*,*
62573,46,*,*
62601,25,*,*
62610,*,*,*
62611,43,*,*
62612,49,*,*
62613,104,92,$660
62615,113,102,$740
62617,20,*,*
62618,159,*,*
62621,38,*,*
62622,*,*,*
62624,*,*,*
62625,20,*,*
62626,326,307,$631
62627,41,*,*
62628,33,*,*
62629,399,362,$622
62630,39,*,*
62631,30,*,*
62633,13,*,*
62634,46,*,*
62635,31,*,*
62638,44,*,*
62639,11,*,*
62640,92,*,*
62642,44,*,*
62643,*,*,*
62644,149,*,*
62649,29,*,*
62650,696,653,$692
62651,*,*,*
62655,21,*,*
62656,534,505,$701
62661,27,*,*
62663,*,*,*
62664,84,*,*
62665,43,*,*
62666,17,*,*
62667,18,*,*
62668,48,*,*
62670,92,*,*
62671,*,*,*
62672,*,*,*
62673,18,*,*
62674,48,*,*
62675,126,112,$711
62677,62,*,*
62681,185,*,*
62682,25,*,*
62684,147,135,$572
62685,73,*,*
62688,14,*,*
62689,18,*,*
62690,107,*,*
62691,80,*,*
62692,75,*,*
62693,39,*,*
62694,101,*,*
62695,13,*,*
62701,26,*,*
62702,778,753,$733
62703,601,581,$729
62704,"1,051",962,$670
62705,*,*,*
62706,*,*,*
62707,184,*,*
62711,478,410,$684
62712,219,196,$616
62801,501,479,$953
62803,43,*,*
62806,123,*,*
62807,47,*,*
62808,57,*,*
62809,18,*,*
62810,40,*,*
62811,*,*,*
62812,301,289,"$1,041"
62814,49,*,*
62815,*,*,*
62816,35,*,*
62817,12,*,*
62818,13,*,*
62819,*,*,*
62820,*,*,*
62821,278,263,"$1,027"
62822,58,*,*
62823,52,*,*
62824,87,*,*
62825,*,*,*
62827,55,*,*
62828,54,*,*
62830,38,*,*
62831,39,*,*
62832,224,*,*
62833,*,*,*
62835,44,*,*
62836,22,*,*
62837,272,260,"$1,066"
62838,94,*,*
62839,230,*,*
62841,*,*,*
62842,24,*,*
62843,*,*,*
62844,65,*,*
62846,25,*,*
62848,13,*,*
62849,64,*,*
62850,*,*,*
62851,11,*,*
62852,*,*,*
62853,18,*,*
62854,62,*,*
62856,*,*,*
62858,126,*,*
62859,146,*,*
62860,17,*,*
62861,*,*,*
62862,15,*,*
62863,382,370,$999
62864,625,600,"$1,025"
62865,60,*,*
62867,*,*,*
62868,97,*,*
62869,92,*,*
62870,58,*,*
62871,14,*,*
62872,28,*,*
62874,*,*,*
62875,60,*,*
62876,*,*,*
62877,12,*,*
62878,16,*,*
62880,34,*,*
62881,272,240,"$1,110"
62882,35,*,*
62883,21,*,*
62884,83,*,*
62885,40,*,*
62886,*,*,*
62887,12,*,*
62888,63,*,*
62889,18,*,*
62890,52,*,*
62891,17,*,*
62892,*,*,*
62893,25,*,*
62894,39,*,*
62895,92,*,*
62896,263,250,"$1,060"
62897,*,*,*
62898,81,*,*
62899,42,*,*
62901,915,898,$807
62902,168,*,*
62903,81,*,*
62905,31,*,*
62906,173,*,*
62907,80,*,*
62908,14,*,*
62909,*,*,*
62910,61,*,*
62912,26,*,*
62914,31,*,*
62915,19,*,*
62916,20,*,*
62917,58,*,*
62918,316,293,$879
62919,17,*,*
62920,78,*,*
62921,*,*,*
62922,82,*,*
62923,*,*,*
62924,66,*,*
62926,33,*,*
62927,*,*,*
62928,*,*,*
62930,132,*,*
62931,34,*,*
62932,34,*,*
62933,44,*,*
62934,24,*,*
62935,47,*,*
62938,48,*,*
62939,79,*,*
62940,*,*,*
62941,11,*,*
62942,*,*,*
62943,13,*,*
62946,354,*,*
62947,21,*,*
62948,383,364,$919
62949,11,*,*
62950,*,*,*
62951,124,*,*
62952,82,*,*
62953,*,*,*
62954,13,*,*
62956,24,*,*
62957,13,*,*
62958,68,*,*
62959,710,669,"$1,023"
62960,347,329,"$1,044"
62961,*,*,*
62962,*,*,*
62963,*,*,*
62964,25,*,*
62965,*,*,*
62966,324,*,*
62967,*,*,*
62969,*,*,*
62970,32,*,*
62972,33,*,*
62974,33,*,*
62975,*,*,*
62976,29,*,*
62977,17,*,*
62979,35,*,*
62982,*,*,*
62983,44,*,*
62984,49,*,*
62985,17,*,*
62987,18,*,*
62988,23,*,*
62990,21,*,*
62992,20,*,*
62993,*,*,*
62994,21,*,*
62995,88,*,*
62996,17,*,*
62997,12,*,*
62998,*,*,*
62999,28,*,*
63005,833,532,$465
63006,*,*,*
63010,"1,800","1,681",$509
63011,"1,667","1,414",$480
63012,449,407,$478
63013,93,*,*
63014,63,*,*
63015,144,*,*
63016,432,406,$560
63017,"1,843","1,484",$483
63019,193,*,*
63020,"1,056","1,011",$549
63021,"2,628","2,248",$478
63022,*,*,*
63023,281,263,$558
63024,*,*,*
63025,704,597,$459
63026,"2,099","1,911",$497
63028,"1,311","1,184",$519
63030,19,*,*
63031,"2,805","2,668",$502
63032,12,*,*
63033,"2,921","2,824",$514
63034,992,939,$524
63036,84,*,*
63037,184,*,*
63038,323,220,$492
63039,57,*,*
63040,348,275,$459
63041,48,*,*
63042,"1,371","1,327",$509
63043,"1,162","1,060",$512
63044,546,501,$511
63045,*,*,*
63047,*,*,*
63048,127,*,*
63049,833,746,$514
63050,737,652,$541
63051,762,718,$516
63052,"1,319","1,247",$478
63055,187,166,$510
63056,94,*,*
63060,170,159,$534
63061,20,*,*
63065,*,*,*
63068,284,252,$489
63069,803,720,$514
63070,353,333,$525
63071,76,*,*
63072,231,220,$507
63073,31,*,*
63074,"1,159","1,119",$518
63077,728,711,$527
63079,*,*,*
63080,868,828,$557
63084,"1,009",960,$492
63087,62,*,*
63088,388,338,$505
63089,370,341,$565
63090,"1,360","1,239",$490
63091,89,*,*
63099,*,*,*
63101,343,314,$479
63102,123,112,$516
63103,539,499,$484
63104,"1,279","1,151",$495
63105,591,349,$457
63106,859,838,$503
63107,"1,218","1,201",$539
63108,"1,002",877,$511
63109,"1,537","1,351",$503
63110,"1,001",865,$466
63111,"2,161","2,098",$504
63112,"1,630","1,553",$509
63113,"1,369","1,344",$543
63114,"2,627","2,519",$527
63115,"2,187","2,152",$544
63116,"3,352","3,155",$499
63117,515,436,$492
63118,"2,304","2,184",$493
63119,"1,447","1,195",$459
63120,"1,046",*,*
63121,"2,422","2,387",$528
63122,"1,616","1,288",$475
63123,"3,220","3,010",$495
63124,527,257,$430
63125,"2,353","2,250",$509
63126,797,698,$482
63127,231,169,$472
63128,"1,415","1,244",$493
63129,"2,597","2,315",$498
63130,"1,718","1,500",$491
63131,843,534,$466
63132,"1,045",907,$514
63133,763,*,*
63134,"1,240","1,214",$519
63135,"1,952","1,914",$513
63136,"5,003","4,935",$515
63137,"2,010","1,982",$515
63138,"1,615","1,589",$511
63139,"1,266","1,094",$490
63140,39,*,*
63141,943,716,$487
63143,678,612,$476
63144,479,370,$493
63146,"1,638","1,450",$495
63147,"1,148","1,135",$536
63150,*,*,*
63155,*,*,*
63163,*,*,*
63164,*,*,*
63166,*,*,*
63167,*,*,*
63177,*,*,*
63188,*,*,*
63301,"2,294","2,038",$502
63302,*,*,*
63303,"2,217","1,961",$485
63304,"1,738","1,481",$490
63330,*,*,*
63332,108,83,$530
63333,57,*,*
63334,308,*,*
63336,74,*,*
63338,*,*,*
63339,50,*,*
63341,171,147,$504
63342,*,*,*
63343,247,230,$529
63344,75,*,*
63345,14,*,*
63346,*,*,*
63347,173,*,*
63348,340,285,$489
63349,94,*,*
63350,26,*,*
63351,81,*,*
63352,45,*,*
63353,245,*,*
63357,310,289,$433
63359,72,*,*
63361,240,*,*
63362,434,389,$466
63363,88,*,*
63365,*,*,*
63366,"2,134","1,929",$490
63367,"1,074",889,$458
63368,"1,645","1,444",$480
63369,101,*,*
63370,*,*,*
63373,32,*,*
63376,"3,035","2,749",$493
63377,159,*,*
63378,*,*,*
63379,"1,186","1,075",$504
63380,51,*,*
63381,37,*,*
63382,141,*,*
63383,788,730,$526
63384,89,*,*
63385,"1,938","1,691",$458
63386,30,*,*
63387,*,*,*
63388,49,*,*
63389,333,322,$544
63390,607,551,$513
63401,"1,140","1,108",$876
63430,26,*,*
63431,31,*,*
63432,54,*,*
63433,*,*,*
63434,13,*,*
63435,141,*,*
63436,76,*,*
63437,70,*,*
63438,22,*,*
63439,*,*,*
63440,53,*,*
63441,47,*,*
63443,44,*,*
63445,180,*,*
63446,41,*,*
63447,50,*,*
63448,60,*,*
63450,*,*,*
63451,12,*,*
63452,60,*,*
63453,35,*,*
63454,42,*,*
63456,205,*,*
63457,18,*,*
63458,*,*,*
63459,142,*,*
63460,18,*,*
63461,243,*,*
63462,75,*,*
63463,28,*,*
63465,29,*,*
63468,124,*,*
63469,29,*,*
63471,28,*,*
63472,23,*,*
63473,*,*,*
63474,38,*,*
63501,849,818,$755
63530,58,*,*
63531,34,*,*
63532,59,*,*
63533,48,*,*
63534,36,*,*
63535,*,*,*
63536,49,*,*
63537,92,*,*
63538,11,*,*
63539,*,*,*
63540,*,*,*
63541,29,*,*
63543,24,*,*
63544,38,*,*
63545,36,*,*
63546,62,*,*
63547,34,*,*
63548,50,*,*
63549,93,*,*
63551,15,*,*
63552,342,*,*
63555,189,*,*
63556,163,*,*
63557,16,*,*
63558,27,*,*
63559,74,*,*
63560,*,*,*
63561,44,*,*
63563,36,*,*
63565,188,*,*
63566,*,*,*
63567,12,*,*
63601,828,804,$519
63620,85,*,*
63621,58,*,*
63622,37,*,*
63623,40,*,*
63624,195,*,*
63625,17,*,*
63626,55,*,*
63627,131,*,*
63628,751,734,$535
63629,77,*,*
63630,292,*,*
63631,41,*,*
63633,33,*,*
63636,36,*,*
63637,50,*,*
63638,190,*,*
63640,"1,198","1,124",$541
63645,608,595,$780
63648,93,*,*
63650,241,*,*
63653,65,*,*
63654,25,*,*
63655,105,*,*
63656,17,*,*
63660,185,*,*
63662,76,*,*
63663,32,*,*
63664,463,451,$511
63665,*,*,*
63670,478,446,$526
63673,83,*,*
63674,*,*,*
63675,*,*,*
63701,"1,913","1,823",$697
63702,*,*,*
63703,666,647,$712
63730,196,*,*
63732,37,*,*
63735,40,*,*
63736,187,*,*
63738,*,*,*
63739,36,*,*
63740,208,*,*
63742,*,*,*
63743,*,*,*
63744,29,*,*
63746,*,*,*
63747,20,*,*
63748,55,*,*
63750,*,*,*
63751,96,*,*
63752,*,*,*
63755,"1,205","1,147",$710
63758,*,*,*
63760,45,*,*
63763,*,*,*
63764,341,*,*
63766,51,*,*
63767,35,*,*
63769,101,*,*
63770,16,*,*
63771,160,*,*
63774,*,*,*
63775,811,775,$743
63779,*,*,*
63780,339,*,*
63781,46,*,*
63782,15,*,*
63783,14,*,*
63784,16,*,*
63785,34,*,*
63787,39,*,*
63801,"1,684","1,650",$735
63820,17,*,*
63821,87,*,*
63822,147,*,*
63823,86,*,*
63824,*,*,*
63825,219,208,$759
63826,*,*,*
63827,37,*,*
63828,16,*,*
63829,58,*,*
63830,473,*,*
63833,12,*,*
63834,419,*,*
63837,104,*,*
63839,24,*,*
63840,*,*,*
63841,907,888,$775
63845,364,*,*
63846,77,*,*
63847,16,*,*
63848,74,*,*
63849,13,*,*
63850,*,*,*
63851,331,*,*
63852,86,*,*
63853,16,*,*
63855,57,*,*
63857,988,975,$732
63860,*,*,*
63862,134,*,*
63863,394,*,*
63866,32,*,*
63867,54,*,*
63868,27,*,*
63869,244,*,*
63870,81,*,*
63873,315,300,$747
63874,15,*,*
63876,118,*,*
63877,262,*,*
63878,*,*,*
63879,44,*,*
63882,41,*,*
63901,"2,177","2,137",$741
63902,*,*,*
63932,100,*,*
63933,220,*,*
63934,24,*,*
63935,501,*,*
63936,55,*,*
63937,155,*,*
63939,87,*,*
63940,88,*,*
63941,20,*,*
63942,28,*,*
63943,42,*,*
63944,64,*,*
63945,92,*,*
63950,*,*,*
63951,13,*,*
63952,23,*,*
63953,91,*,*
63954,97,*,*
63955,21,*,*
63956,54,*,*
63957,371,*,*
63960,182,*,*
63961,108,*,*
63964,31,*,*
63965,219,*,*
63966,181,*,*
63967,82,*,*
64001,26,*,*
64002,*,*,*
64011,211,*,*
64012,"1,506","1,423",$557
64013,*,*,*
64014,"1,224","1,117",$525
64015,"1,344","1,238",$554
64016,223,212,$602
64017,32,*,*
64018,42,*,*
64019,124,*,*
64020,188,*,*
64021,44,*,*
64022,11,*,*
64024,805,763,$601
64028,*,*,*
64029,751,680,$521
64030,"1,680","1,622",$553
64034,316,272,$493
64035,54,*,*
64036,24,*,*
64037,274,260,$651
64040,430,409,$677
64048,223,204,$568
64050,"1,507","1,476",$578
64051,*,*,*
64052,"1,556","1,522",$589
64053,510,499,$566
64054,297,*,*
64055,"1,818","1,720",$579
64056,828,781,$519
64057,650,608,$542
64058,277,266,$541
64060,576,517,$550
64061,203,*,*
64062,296,282,$656
64063,923,849,$522
64064,904,767,$513
64065,*,*,*
64067,385,*,*
64068,"1,576","1,409",$535
64069,*,*,*
64070,165,148,$574
64071,53,*,*
64072,16,*,*
64074,37,*,*
64075,592,556,$555
64076,560,530,$656
64077,91,*,*
64078,445,415,$544
64079,539,486,$533
64080,639,577,$520
64081,938,808,$535
64082,655,558,$515
64083,"1,034",956,$534
64084,79,*,*
64085,436,423,$675
64086,"1,071",962,$534
64088,63,*,*
64089,510,451,$550
64090,*,*,*
64092,*,*,*
64093,"1,115","1,057",$634
64096,71,*,*
64097,50,*,*
64098,157,135,$568
64101,38,*,*
64102,12,*,*
64105,340,282,$472
64106,714,664,$527
64108,769,672,$530
64109,"1,107","1,048",$541
64110,"1,236","1,148",$525
64111,"1,245","1,120",$486
64112,406,310,$489
64113,501,385,$474
64114,"1,293","1,144",$537
64116,"1,100","1,034",$573
64117,925,888,$552
64118,"2,384","2,267",$543
64119,"1,546","1,456",$531
64120,70,*,*
64121,*,*,*
64123,826,804,$559
64124,"1,143","1,111",$540
64125,227,*,*
64126,588,577,$554
64127,"1,661","1,621",$576
64128,"1,538","1,518",$588
64129,854,830,$565
64130,"2,451","2,395",$582
64131,"1,601","1,499",$535
64132,"1,467","1,440",$567
64133,"2,123","2,043",$569
64134,"1,662","1,610",$541
64136,130,*,*
64137,673,651,$538
64138,"1,641","1,570",$566
64139,99,*,*
64141,*,*,*
64145,230,187,$562
64146,90,*,*
64147,27,*,*
64148,*,*,*
64149,24,*,*
64150,287,266,$510
64151,"1,450","1,312",$528
64152,"1,366","1,183",$517
64153,333,298,$488
64154,604,547,$524
64155,"1,193","1,065",$511
64156,312,260,$519
64157,844,756,$466
64158,257,227,$514
64161,22,*,*
64163,69,*,*
64164,16,*,*
64165,23,*,*
64166,12,*,*
64167,17,*,*
64168,*,*,*
64171,*,*,*
64179,*,*,*
64184,*,*,*
64188,*,*,*
64190,*,*,*
64196,*,*,*
64199,*,*,*
64401,49,*,*
64402,205,*,*
64421,47,*,*
64422,26,*,*
64423,52,*,*
64424,221,209,$733
64426,23,*,*
64427,30,*,*
64428,37,*,*
64429,444,*,*
64430,35,*,*
64431,22,*,*
64432,*,*,*
64433,*,*,*
64434,28,*,*
64436,38,*,*
64437,25,*,*
